id,ACTION
872,5.283132
873,10.360147
874,7.534223
875,12.165967
876,9.462390
877,7.138439
878,11.763675
879,8.307089
880,11.607231
881,5.870551
882,7.836339
883,12.747998
884,8.200276
885,8.364045
886,10.643442
887,7.526270
888,12.866475
889,12.726072
890,15.725120
891,19.019992
892,8.446897
893,4.544432
894,16.299533
895,12.124338
896,12.062199
897,3.945359
898,12.197275
899,8.849938
900,16.240232
901,11.198297
902,9.744329
903,12.568914
904,11.275866
905,10.131759
906,8.403726
907,12.182671
908,20.441084
909,6.900317
910,6.770708
911,7.894118
912,7.149105
913,10.191627
914,13.537553
915,14.085167
916,11.037406
917,15.227306
918,10.047288
919,15.895696
920,9.714407
921,12.995813
922,15.505922
923,6.842210
924,5.759940
925,13.252341
926,13.773581
927,11.533728
928,11.147398
929,16.185866
930,11.776474
931,10.002623
932,10.328406
933,9.649167
934,9.541405
935,8.118672
936,4.628833
937,10.737534
938,13.366255
939,9.386988
940,13.000932
941,15.699838
942,10.918124
943,8.567015
944,13.010708
945,11.725799
946,7.580680
947,11.589490
948,6.336390
949,16.094235
950,13.606039
951,13.084227
952,3.398313
953,12.283040
954,13.557428
955,11.670734
956,2.011007
957,11.222281
958,13.482946
959,7.098772
960,5.411551
961,6.868074
962,11.094901
963,11.743955
964,7.745757
965,9.128367
966,6.416723
967,13.298783
968,9.316249
969,10.096036
970,7.682032
971,8.984989
972,16.854775
973,7.655259
974,8.142137
975,7.757582
976,9.134472
977,9.919853
978,5.106802
979,4.483106
980,2.332601
981,14.970283
982,15.239125
983,14.549499
984,2.832415
985,12.163754
986,8.580275
987,16.364719
988,19.225338
989,9.311525
990,1.091244
991,4.370019
992,10.425430
993,10.256742
994,10.637339
995,9.097691
996,8.117443
997,2.679125
998,8.838787
999,12.056107
1000,7.608167
1001,10.443876
1002,9.299802
1003,10.701282
1004,10.908023
1005,11.033059
1006,8.004723
1007,12.217082
1008,12.913258
1009,8.503212
1010,11.702159
1011,13.443243
1012,9.965880
1013,11.009394
1014,14.262640
1015,8.121161
1016,13.522547
1017,-1.344159
1018,6.074723
1019,10.736519
1020,12.202949
1021,14.528795
1022,8.518796
1023,8.302282
1024,9.988368
1025,10.189362
1026,3.017293
1027,15.618681
1028,13.419567
1029,13.868669
1030,12.330461
1031,8.624531
1032,12.921204
1033,10.148652
1034,8.569187
1035,13.912781
1036,11.329664
1037,9.257191
1038,5.460904
1039,10.726342
1040,10.811649
1041,10.884698
1042,7.659267
1043,-3.695052
1044,6.092096
1045,11.204746
1046,13.939408
1047,9.276587
1048,16.644362
1049,-2.259567
1050,17.830573
1051,12.233591
1052,12.303370
1053,11.724339
1054,7.811763
1055,10.748471
1056,10.525421
1057,9.655858
1058,8.137012
1059,13.482483
1060,9.531449
1061,10.215499
1062,8.897000
1063,10.733658
1064,10.661575
1065,10.633432
1066,11.856709
1067,11.687283
1068,4.581736
1069,9.575364
1070,16.153116
1071,7.422705
1072,15.427594
1073,4.955913
1074,7.193529
1075,12.961368
1076,10.137078
1077,10.705924
1078,10.174341
1079,10.751247
1080,6.512638
1081,14.605195
1082,10.797667
1083,9.291831
1084,10.666008
1085,6.065319
1086,11.173326
1087,4.619757
1088,12.085446
1089,8.374722
1090,12.257770
1091,11.936575
1092,13.982583
1093,9.933078
1094,11.221895
1095,15.438521
1096,10.003043
1097,7.021766
1098,8.719632
1099,15.787571
1100,7.205113
1101,6.701099
1102,9.567330
1103,14.888791
1104,5.816472
1105,13.176370
1106,16.152135
1107,14.918135
1108,13.071999
1109,8.514892
1110,9.000631
1111,13.643398
1112,9.779899
1113,14.705010
1114,8.091588
1115,9.716133
1116,8.361732
1117,7.319159
1118,10.742765
1119,6.635695
1120,8.479903
1121,12.328922
1122,3.877462
1123,5.697528
1124,10.604384
1125,10.094122
1126,9.752056
1127,12.331591
1128,13.509306
1129,13.804630
1130,10.462758
1131,8.263268
1132,11.484328
1133,9.620686
1134,19.082686
1135,3.808096
1136,9.404596
1137,9.313268
1138,10.855143
1139,9.643744
1140,3.393191
1141,13.806261
1142,9.393535
1143,11.077024
1144,4.658993
1145,11.296495
1146,15.477523
1147,11.746751
1148,4.998689
1149,9.360265
1150,11.398366
1151,12.231158
1152,12.119768
1153,12.079070
1154,2.207161
1155,10.162750
1156,11.104422
1157,12.912840
1158,7.774761
1159,8.791228
1160,6.627472
1161,9.218613
1162,12.756834
1163,8.088374
1164,8.683936
1165,11.526377
1166,14.140957
1167,15.377268
1168,4.949893
1169,3.045952
1170,12.589651
1171,12.183232
1172,10.446602
1173,11.665903
1174,10.889561
1175,13.962458
1176,12.044783
1177,10.872156
1178,14.504194
1179,9.367653
1180,0.017828
1181,7.207544
1182,8.707114
1183,10.164652
1184,10.832848
1185,10.870627
1186,16.450672
1187,8.867771
1188,0.034121
1189,17.143274
1190,10.357853
1191,9.998326
1192,11.414201
1193,11.867854
1194,11.266364
1195,6.764561
1196,8.857821
1197,9.728628
1198,7.447037
1199,15.600557
1200,12.979080
1201,9.671004
1202,10.346152
1203,10.748695
1204,7.097903
1205,9.409407
1206,9.780605
1207,8.630815
1208,11.811514
1209,0.852122
1210,8.017122
1211,9.530782
1212,10.414406
1213,8.661324
1214,10.550781
1215,14.957761
1216,5.217379
1217,10.998611
1218,6.278149
1219,3.738595
1220,8.871942
1221,12.284397
1222,7.126059
1223,9.083933
1224,3.783996
1225,9.556479
1226,9.626411
1227,13.272401
1228,7.592896
1229,15.654829
1230,13.917133
1231,11.475897
1232,7.643310
1233,13.883051
1234,9.276755
1235,8.003347
1236,7.671819
1237,6.661421
1238,9.404266
1239,11.504760
1240,9.288766
1241,7.157339
1242,11.359533
1243,9.648545
1244,14.306898
1245,12.999854
1246,7.386710
1247,5.878322
1248,22.352383
1249,6.225022
1250,10.590921
1251,6.979381
1252,7.826762
1253,12.673022
1254,10.093000
1255,11.486199
1256,15.205693
1257,8.177480
1258,9.627943
1259,9.620788
1260,15.056196
1261,9.089313
1262,11.060173
1263,11.378346
1264,12.564846
1265,8.312910
1266,8.183680
1267,12.042855
1268,7.682418
1269,15.830489
1270,14.747653
1271,7.016157
1272,8.379682
1273,11.710476
1274,12.050035
1275,10.595091
1276,11.123677
1277,11.479128
1278,11.608421
1279,6.806340
1280,8.720129
1281,9.168101
1282,9.115598
1283,8.123598
1284,7.966844
1285,11.771213
1286,7.888831
1287,2.755515
1288,8.131691
1289,6.600515
1290,9.286286
1291,6.837665
1292,6.784216
1293,10.471148
1294,7.445805
1295,14.894570
1296,8.417511
1297,18.450749
1298,8.547850
1299,11.739438
1300,9.781691
1301,5.548313
1302,6.756729
1303,14.360285
1304,12.942395
1305,7.509443
1306,9.543162
1307,12.427503
1308,12.292252
1309,14.763529
1310,9.807939
1311,10.507823
1312,8.732887
1313,2.490872
1314,7.838672
1315,8.042619
1316,12.984638
1317,10.260622
1318,10.625211
1319,10.686012
1320,-2.297580
1321,6.614462
1322,13.444442
1323,13.111949
1324,11.462708
1325,10.231809
1326,8.732324
1327,2.453629
1328,6.163474
1329,7.922690
1330,13.471877
1331,10.963166
1332,11.111035
1333,4.204129
1334,13.328780
1335,2.884766
1336,9.546062
1337,11.641444
1338,9.576468
1339,5.840781
1340,12.234982
1341,9.765036
1342,11.528206
1343,10.304820
1344,15.143608
1345,13.992318
1346,10.005553
1347,13.511549
1348,10.600549
1349,9.367430
1350,13.268653
1351,3.093323
1352,10.127590
1353,2.093582
1354,12.608930
1355,10.124688
1356,12.078457
1357,12.426498
1358,5.526216
1359,-2.460929
1360,7.388419
1361,10.534840
1362,10.153910
1363,11.990443
1364,3.445550
1365,6.967476
1366,8.682454
1367,17.123143
1368,11.688830
1369,10.803203
1370,5.855680
1371,10.226333
1372,3.709117
1373,2.472412
1374,12.427649
1375,15.214894
1376,12.874984
1377,8.723495
1378,7.549135
1379,5.976970
1380,10.750929
1381,12.680539
1382,11.766511
1383,18.426983
1384,12.631327
1385,12.220563
1386,11.391869
1387,7.869751
1388,12.142904
1389,11.146105
1390,13.098220
1391,-1.452588
1392,9.814922
1393,7.684643
1394,7.965134
1395,8.277853
1396,10.308575
1397,10.672688
1398,9.121144
1399,4.009882
1400,8.087880
1401,7.943052
1402,14.786394
1403,9.469673
1404,8.695714
1405,7.832716
1406,10.973464
1407,7.733412
1408,14.114933
1409,3.970601
1410,9.365280
1411,6.908620
1412,11.789174
1413,5.685719
1414,3.030329
1415,10.262511
1416,8.022602
1417,7.652933
1418,11.976428
1419,9.083812
1420,12.105715
1421,15.934098
1422,7.281255
1423,14.619342
1424,12.207190
1425,9.558073
1426,12.050624
1427,11.912601
1428,10.239406
1429,-2.780777
1430,8.106270
1431,6.392004
1432,10.472804
1433,-8.568227
1434,3.152580
1435,11.689370
1436,10.265633
1437,12.256365
1438,10.466628
1439,8.007017
1440,4.628967
1441,5.882146
1442,12.156060
1443,10.189403
1444,12.996272
1445,11.762624
1446,13.086191
1447,11.314119
1448,6.692345
1449,7.605541
1450,9.068861
1451,8.053872
1452,13.624656
1453,10.516962
1454,11.331463
1455,13.190904
1456,7.855818
1457,9.340212
1458,12.208122
1459,12.187039
1460,14.254360
1461,12.599000
1462,-4.230760
1463,10.665782
1464,-0.302614
1465,12.043334
1466,8.560637
1467,4.771307
1468,8.956362
1469,7.577263
1470,8.683993
1471,17.007412
1472,10.923365
1473,7.387929
1474,12.301732
1475,16.111120
1476,18.005162
1477,10.669728
1478,11.752478
1479,9.305142
1480,12.118311
1481,15.290112
1482,5.145925
1483,9.116943
1484,6.742188
1485,11.101721
1486,10.339274
1487,8.815706
1488,5.955646
1489,9.307587
1490,6.087984
1491,11.254097
1492,9.908115
1493,8.090342
1494,6.980352
1495,11.764920
1496,9.481565
1497,6.169901
1498,12.192651
1499,8.610778
1500,10.508235
1501,11.902533
1502,3.556965
1503,9.789159
1504,7.753755
1505,9.533186
1506,6.220371
1507,9.021861
1508,10.725075
1509,8.052171
1510,13.493119
1511,9.664989
1512,13.952297
1513,12.923777
1514,7.123406
1515,6.905368
1516,8.222730
1517,3.127462
1518,12.643347
1519,11.105914
1520,9.807594
1521,7.842953
1522,7.746044
1523,9.056511
1524,2.781054
1525,12.527503
1526,14.620222
1527,10.128908
1528,5.466473
1529,8.586348
1530,13.396214
1531,12.678479
1532,12.357391
1533,12.643863
1534,11.871642
1535,18.128627
1536,9.573188
1537,13.240295
1538,10.983790
1539,14.086813
1540,10.062208
1541,15.217823
1542,11.739550
1543,10.003495
1544,8.743922
1545,12.288819
1546,8.177015
1547,10.549886
1548,7.853393
1549,13.179703
1550,11.360651
1551,12.219808
1552,11.184448
1553,15.366896
1554,12.988477
1555,9.209752
1556,10.015021
1557,3.624635
1558,9.865253
1559,12.203977
1560,6.772729
1561,12.377098
1562,4.499578
1563,2.374005
1564,11.756830
1565,10.605542
1566,17.515991
1567,13.070378
1568,11.269870
1569,4.138818
1570,7.613887
1571,6.252806
1572,11.586150
1573,-4.641837
1574,12.820197
1575,8.402531
1576,7.096825
1577,8.499487
1578,11.974509
1579,17.934521
1580,5.608759
1581,9.135522
1582,8.416633
1583,10.445251
1584,10.840275
1585,10.446126
1586,11.146776
1587,12.847806
1588,7.687508
1589,13.837053
1590,12.096311
1591,7.519630
1592,18.441436
1593,9.531521
1594,11.015910
1595,-3.165042
1596,9.192347
1597,11.325597
1598,9.462488
1599,0.446644
1600,10.877336
1601,7.240463
1602,12.500592
1603,8.172605
1604,7.994041
1605,13.382773
1606,9.132286
1607,6.023878
1608,7.865109
1609,8.745062
1610,7.562411
1611,16.397396
1612,11.172259
1613,8.569513
1614,7.715478
1615,14.733462
1616,9.120912
1617,-2.076648
1618,13.026301
1619,11.525742
1620,17.159910
1621,3.286101
1622,5.737859
1623,10.043584
1624,8.723424
1625,8.146243
1626,11.501462
1627,7.844358
1628,8.166691
1629,9.294611
1630,7.503745
1631,10.649725
1632,8.415630
1633,8.408926
1634,10.152138
1635,7.149545
1636,13.602439
1637,13.544140
1638,8.561100
1639,13.615900
1640,10.247659
1641,10.071160
1642,9.869029
1643,12.992819
1644,10.394789
1645,4.813575
1646,12.532690
1647,8.876566
1648,14.632386
1649,9.076579
1650,17.699534
1651,5.554654
1652,12.223878
1653,9.431303
1654,15.353515
1655,7.989568
1656,11.625563
1657,11.429145
1658,11.695268
1659,6.665555
1660,11.721803
1661,14.106646
1662,10.385598
1663,13.031572
1664,12.398036
1665,8.524271
1666,11.818637
1667,10.539776
1668,15.231304
1669,12.218737
1670,11.713541
1671,4.505504
1672,11.955079
1673,9.131559
1674,8.538707
1675,1.459181
1676,-0.936372
1677,9.550596
1678,12.589614
1679,12.822415
1680,12.311997
1681,11.170998
1682,10.114733
1683,10.151187
1684,11.476878
1685,9.834425
1686,8.479773
1687,10.358055
1688,10.905023
1689,12.000841
1690,16.183585
1691,9.440100
1692,13.019428
1693,10.807010
1694,10.316532
1695,13.779937
1696,9.628055
1697,11.409243
1698,8.023280
1699,15.358553
1700,12.694324
1701,12.745619
1702,13.486899
1703,8.902740
1704,12.685703
1705,6.721847
1706,6.946447
1707,15.235069
1708,6.308797
1709,13.546006
1710,35.439501
1711,14.690397
1712,10.305060
1713,1.174290
1714,7.963197
1715,13.050856
1716,8.894948
1717,7.607913
1718,-2.107171
1719,16.983171
1720,15.454955
1721,10.205266
1722,7.259179
1723,9.610106
1724,14.196238
1725,11.804823
1726,15.745938
1727,11.395326
1728,12.768892
1729,13.923996
1730,10.699570
1731,13.463530
1732,9.540890
1733,11.385305
1734,7.081401
1735,10.883788
1736,5.272066
1737,8.216327
1738,11.931398
1739,9.345772
1740,14.569666
1741,10.052206
1742,9.171863
1743,8.516222
1744,11.902911
1745,11.788166
1746,16.217947
1747,10.694023
1748,9.800323
1749,14.913006
1750,13.619187
1751,9.148294
1752,9.322876
1753,9.094856
1754,8.169158
1755,8.053124
1756,11.106075
1757,9.324063
1758,9.717787
1759,13.909512
1760,9.370457
1761,3.256873
1762,8.114884
1763,10.654983
1764,12.188677
1765,11.115993
1766,12.281899
1767,12.790986
1768,-3.347213
1769,6.839958
1770,8.070415
1771,11.155217
1772,13.850045
1773,8.287336
1774,8.638550
1775,13.395073
1776,11.769307
1777,8.723468
1778,5.097234
1779,12.409783
1780,5.637843
1781,7.769723
1782,5.134709
1783,11.900934
1784,7.396452
1785,15.810768
1786,9.584832
1787,8.722654
1788,11.782934
1789,11.977135
1790,13.725689
1791,-1.444806
1792,13.720050
1793,9.584740
1794,4.488471
1795,14.850990
1796,8.323755
1797,6.941734
1798,11.874799
1799,13.444981
1800,3.042031
1801,9.287941
1802,11.168914
1803,6.995153
1804,15.903349
1805,5.878401
1806,10.756913
1807,12.596328
1808,14.538785
1809,10.340748
1810,8.988597
1811,10.012917
1812,13.092860
1813,1.392237
1814,5.204697
1815,12.506032
1816,8.854024
1817,8.063187
1818,14.622491
1819,9.754409
1820,10.438325
1821,11.978721
1822,9.998661
1823,10.450986
1824,11.269429
1825,14.652898
1826,10.759418
1827,12.203282
1828,11.757359
1829,10.789967
1830,5.757798
1831,11.027503
1832,14.620667
1833,8.284053
1834,6.795199
1835,10.812908
1836,8.760673
1837,10.787780
1838,10.850955
1839,7.966270
1840,10.815225
1841,14.806383
1842,14.730825
1843,17.648242
1844,12.588529
1845,11.014012
1846,4.896032
1847,10.841912
1848,12.714334
1849,13.006821
1850,9.608997
1851,9.935027
1852,11.101953
1853,6.226221
1854,12.190194
1855,16.066790
1856,14.891541
1857,12.518287
1858,0.257435
1859,16.038235
1860,5.676119
1861,8.304408
1862,9.004386
1863,9.547359
1864,7.609315
1865,13.224446
1866,18.597590
1867,7.300452
1868,11.368930
1869,6.446980
